Date,ADANIENT,HINDALCO,JSWSTEEL,TATASTEEL,ADANIPORTS,APOLLOHOSP,CIPLA,DRREDDY,SUNPHARMA,ASIANPAINT,TITAN,AXISBANK,BAJFINANCE,BAJAJFINSV,HDFCBANK,HDFCLIFE,ICICIBANK,INDUSINDBK,KOTAKBANK,SBILIFE,SHRIRAMFIN,SBIN,BAJAJ_AUTO,EICHERMOT,HEROMOTOCO,M&M,MARUTI,TATAMOTORS,BEL,BPCL,COALINDIA,ONGC,RELIANCE,BHARTIARTL,BRITANNIA,HINDUNILVR,ITC,NESTLEIND,TATACONSUM,GRASIM,ULTRACEMCO,HCLTECH,INFY,TCS,TECHM,WIPRO,LT,NTPC,POWERGRID,TRENT
2023-03-17,1876.55,396.70001,676.40002,107.0,680.34998,4346.5,874.04999,887.23,957.70001,2862.6499,2455.6499,837.40002,5732.3501,1301.75,1572.65,471.25,836.25,1020.5,1693.1,1071.6,249.2,529.79999,3814.3999,2974.6001,2355.1499,1171.5,8316.8496,419.0,93.400002,175.699995,221.64999,153.14999,1009.13071684,757.25,4362.5498,2447.3999,354.49548472,1885.815,697.68041308,1578.93912,7289.9502,1108.45,1420.7,3179.3,1127.15,188.25,2195.75,176.95,172.275,1356.2
2023-03-20,1804.95,385.75,668.15002,104.5,666.75,4313.0,866.70001,887.89,961.20001,2855.1499,2459.95,837.54999,5550.7998,1245.4,1561.75,465.25,836.45001,1002.3,1699.65,1074.1,243.94,519.20001,3805.0,2952.0,2339.3501,1167.65,8219.5996,410.75,92.650002,179.824995,217.05,152.3,999.21231188,754.79999,4331.8501,2511.2,357.56327957,1893.785,694.12381384,1586.459063,7243.2002,1090.85,1403.65,3143.3,1109.0,183.574995,2177.55,176.0,170.625,1344.45
2023-03-21,1824.25,388.54999,665.75,104.75,664.79999,4274.0,862.34998,883.87,956.20001,2839.1001,2514.05,855.59998,5710.1001,1268.1,1579.45,482.75,852.40002,1022.85,1706.85,1097.7,252.1,521.84998,3905.7,2934.8,2349.05,1160.3,8228.4004,412.54999,93.099998,179.274995,217.05,151.55,1030.28378615,756.95001,4264.7002,2462.6001,355.81701522,1892.74,692.44436216,1599.805718,7352.75,1083.9,1390.7,3106.1001,1095.65,183.199995,2208.45,177.10001,167.3624925,1321.55
2023-03-22,1815.4,392.75,662.25,104.8,657.15002,4285.1001,863.40002,894.99,972.04999,2839.8501,2508.1499,849.65002,5834.2002,1294.55,1575.8,497.45001,860.20001,1031.15,1705.15,1113.1,249.23,521.54999,3923.95,2946.55,2353.2,1164.1,8252.4004,416.10001,92.650002,175.899995,213.95,151.55,1033.41594509,756.70001,4244.4502,2476.3501,356.57215529,1881.9699,702.32372216,1606.479045,7396.6499,1081.45,1389.25,3130.8,1099.6,183.199995,2213.95,174.35001,168.0750075,1329.5
2023-03-23,1794.0,398.79999,667.79999,104.9,654.95001,4273.0498,869.09998,889.39,977.65002,2797.8,2519.05,848.79999,5833.0498,1290.0,1563.15,498.54999,855.45001,1018.25,1679.7,1118.65,252.11,512.75,3862.95,2927.7,2362.5,1164.95,8353.2002,419.14999,92.099998,174.175005,213.35001,152.8,1020.3427301,763.54999,4242.7002,2485.1001,359.30956279,1904.4449,698.61896216,1599.556713,7407.9502,1065.9,1374.55,3124.6499,1099.45,180.75,2206.6499,174.60001,166.6124925,1345.15
2023-03-24,1740.65,388.39999,657.79999,102.1,638.0,4283.3501,877.25,892.83,972.84998,2798.5,2493.3501,839.90002,5649.25,1240.65,1560.65,492.25,852.40002,1009.55,1692.15,1112.2,246.64,505.35001,3827.8999,2909.6001,2313.3501,1150.8,8242.9004,416.5,91.550003,172.699995,208.45,149.39999,1000.14286735,762.45001,4199.9502,2480.8,357.46890476,1895.31,693.87682984,1587.953092,7405.6499,1051.75,1380.65,3120.5,1101.95,180.875,2166.1499,172.7,166.7999925,1310.05
2023-03-27,1723.05,389.95001,658.84998,102.3,629.09998,4318.1001,889.29999,897.13,983.45001,2803.75,2494.3999,833.34998,5593.0498,1239.1,1567.45,492.95001,848.70001,1012.85,1705.2,1099.3,241.88,510.14999,3807.55,2885.55,2308.6001,1137.9,8278.3496,412.04999,91.75,172.425005,208.39999,150.25,1015.68995273,761.75,4214.7998,2499.0,358.88481007,1889.1,690.91302184,1624.457188,7450.2002,1051.5,1388.95,3122.3,1103.0,180.625,2154.0,171.25,165.0750075,1328.45
2023-03-28,1600.85,392.89999,660.0,102.5,593.40002,4333.6001,889.5,905.36,984.20001,2784.45,2500.3,832.45001,5534.4502,1223.15,1580.2,489.70001,854.75,1036.15,1698.9,1091.3,245.18,508.10001,3791.6001,2852.3999,2249.5,1128.3,8208.7998,401.60001,90.300003,169.925005,208.89999,147.2,1020.433516,748.45001,4200.0,2482.8,358.46002904,1894.6,687.65284292,1604.686211,7403.1001,1041.1,1377.6,3115.8999,1070.3,178.100005,2133.6001,172.0,166.5750075,1291.15
2023-03-29,1740.4,399.04999,678.90002,103.6,636.65002,4363.0,887.70001,913.56,991.90002,2770.5,2515.05,842.59998,5625.2002,1246.05,1587.8,495.95001,851.0,1057.1,1721.05,1098.7,250.36,516.5,3879.3,2933.7,2304.1499,1144.3,8295.2998,409.20001,91.550003,169.925005,212.95,149.35001,1014.39625365,743.59998,4276.2002,2530.8501,361.29183967,1905.2949,689.13474692,1625.204202,7570.75,1067.5,1383.55,3138.8999,1081.1,179.524995,2147.45,174.0,166.8375,1335.85
2023-03-31,1750.45,405.35001,688.09998,104.5,631.90002,4310.8999,900.5,924.55,983.09998,2761.6499,2514.8999,858.5,5616.75,1266.5,1609.55,499.20001,877.25,1067.95,1732.85,1101.1,251.88,523.75,3884.75,2948.8501,2347.3501,1158.7,8292.1504,420.79999,97.550003,172.149995,213.64999,151.05,1058.13236098,749.0,4322.1499,2560.3501,361.99979233,1970.45,700.29841384,1626.200221,7622.1499,1085.25,1427.95,3205.8999,1101.85,182.625,2164.2,175.10001,169.275,1374.95
2023-04-03,1717.45,402.54999,682.20001,104.1,627.79999,4234.3501,891.45001,931.3,979.04999,2777.0,2537.3999,864.59998,5715.0498,1282.95,1610.55,503.70001,883.79999,1078.75,1745.7,1103.8,257.29,526.75,3993.75,3004.3,2431.1001,1169.9,8503.0498,424.25,96.599998,164.975005,220.14999,153.64999,1058.31393277,760.54999,4324.0498,2536.1001,357.65767326,1970.5449,708.39949892,1621.469131,7640.5,1098.15,1410.85,3200.0,1103.2,183.975005,2170.1499,177.8,168.4500075,1357.4
2023-04-05,1698.0,403.29999,686.54999,104.85,636.75,4200.9502,895.75,936.56,997.15002,2808.5,2572.7,860.5,5761.2998,1279.3,1653.75,507.75,884.59998,1067.2,1751.9,1105.55,257.81,523.0,4023.1499,2933.75,2432.2,1155.45,8447.0498,426.54999,98.25,164.024995,222.5,152.89999,1055.77197297,763.45001,4327.5498,2582.75,364.73719983,1982.2051,718.62466616,1652.644526,7691.9502,1111.2,1423.55,3239.8,1103.5,184.875,2257.75,175.89999,169.2374925,1364.8
2023-04-06,1754.05,405.25,682.70001,104.35,641.59998,4201.9502,893.34998,939.88,1012.1,2809.8501,2548.45,851.95001,5932.2002,1303.95,1666.35,514.65002,875.0,1082.0,1757.1,1116.25,260.77,527.65002,4033.6001,2961.7,2426.45,1171.25,8516.6504,437.64999,98.75,166.0,221.7,150.60001,1062.85322777,765.95001,4299.7998,2565.25,365.63395875,1970.825,721.687248,1662.405512,7701.8501,1091.85,1421.9,3220.7,1092.75,183.324995,2274.25,175.2,168.9375,1367.25
2023-04-10,1797.25,411.45001,688.5,104.95,652.0,4237.0,901.84998,951.93,1008.6,2776.3501,2583.7,847.34998,5828.7998,1305.05,1658.45,513.70001,868.45001,1069.3,1759.3,1106.25,260.95,526.29999,4061.6001,2970.45,2460.6499,1188.6,8535.1504,461.29999,99.900002,167.899995,222.05,157.14999,1055.31804347,769.75,4266.3999,2532.1499,366.76666412,1953.0199,711.95609816,1703.441495,7696.25,1103.1,1427.6,3263.3999,1107.25,186.649995,2309.7,177.60001,171.7875,1358.7
2023-04-11,1803.15,417.54999,713.59998,107.55,653.95001,4271.2998,907.15002,952.67,1009.25,2753.8,2580.05,853.29999,5837.75,1323.2,1663.3,513.54999,881.90002,1074.2,1846.5,1112.65,259.06,532.09998,4177.3999,3054.2,2469.8501,1201.7,8659.5498,458.70001,100.0,169.550005,223.64999,159.05,1060.53823272,774.15002,4277.3501,2547.75,373.79900329,1967.46,708.64648292,1704.288111,7741.4502,1087.0,1406.15,3213.8,1098.25,185.125,2301.5,178.10001,173.5125075,1354.15
2023-04-12,1847.25,417.64999,718.25,107.6,657.75,4320.2002,917.95001,976.2,1016.7,2786.75,2587.8999,851.04999,5856.9502,1321.55,1684.9,517.04999,890.15002,1074.75,1844.05,1126.85,261.8,528.20001,4286.0,3128.3501,2477.3,1207.35,8621.0498,465.5,100.8,168.649995,227.7,157.64999,1065.21361578,771.09998,4271.2998,2528.95,371.4863485,1944.0301,709.73324216,1710.612832,7682.8501,1094.5,1428.3,3241.6499,1109.9,186.074995,2288.5,175.8,170.475,1363.25
2023-04-13,1870.75,422.04999,720.65002,107.5,661.65002,4398.2998,915.75,970.58,1003.5,2809.75,2585.6499,864.34998,5904.4502,1341.3,1692.45,531.84998,899.0,1109.3,1869.5,1130.25,259.32,532.95001,4288.3501,3213.05,2447.05,1204.55,8670.7998,469.5,100.9,166.125,225.5,158.75,1069.23093725,767.04999,4264.2002,2536.2,373.42143798,1946.535,710.91872584,1694.327921,7655.25,1071.85,1389.2,3188.8501,1086.85,184.149995,2258.75,173.05,173.4,1361.8
2023-04-17,1878.75,428.70001,721.20001,107.15,664.70001,4386.7002,906.45001,970.46,998.70001,2843.1001,2605.6001,864.54999,5961.4502,1341.15,1666.65,533.40002,901.29999,1124.35,1895.15,1145.35,264.27,544.0,4254.3501,3229.0,2465.95,1212.95,8674.6504,472.14999,101.4,167.850005,229.60001,160.14999,1074.65539477,759.65002,4338.6001,2551.8501,377.71633189,2024.44,704.59596508,1716.788149,7742.4502,1042.2,1258.3,3139.5,1029.95,180.675005,2214.0,169.60001,177.4874925,1363.3
2023-04-18,1850.95,431.54999,719.34998,107.6,658.54999,4338.6499,924.25,982.48,1004.8,2854.6001,2577.7,863.34998,5915.6499,1335.2,1659.6,532.29999,896.84998,1146.9,1888.3,1145.55,267.84,545.84998,4209.25,3263.55,2439.7,1204.7,8732.6504,473.0,102.95,167.399995,232.2,160.10001,1062.35395072,759.75,4301.8501,2541.05,376.15884548,2066.125,698.52013892,1698.162594,7595.2998,1063.85,1259.35,3130.75,1025.2,183.949995,2216.6001,170.10001,172.725,1361.1
2023-04-19,1853.85,433.04999,722.34998,108.1,658.40002,4320.2998,911.90002,981.87,995.5,2809.7,2569.3,873.40002,5947.75,1331.35,1665.7,524.79999,891.90002,1120.4,1884.9,1123.4,273.31,540.29999,4265.7998,3289.6001,2445.95,1215.5,8679.9502,469.39999,101.4,171.0,230.39999,160.10001,1067.642184,764.65002,4293.8501,2531.6001,376.3948297,2061.8699,692.39492584,1683.371712,7515.8999,1038.7,1232.2,3089.6001,1013.9,180.399995,2219.6001,167.10001,172.4625,1359.4
2023-04-20,1842.9,429.85001,715.79999,108.0,666.09998,4348.3999,904.0,971.64,987.75,2843.8501,2579.25,868.75,5912.7002,1332.1,1671.9,530.25,894.40002,1126.2,1884.0,1128.85,267.87,544.79999,4314.3501,3246.95,2448.55,1218.6,8714.6504,476.79999,102.85,171.850005,229.55,159.14999,1064.94130348,772.29999,4256.3999,2492.6001,377.85792242,2047.31,694.91420216,1680.732262,7475.7998,1037.5,1223.4,3104.8,1021.8,181.425005,2232.75,169.7,173.1749925,1393.7
2023-04-21,1803.0,422.35001,710.65002,106.15,661.59998,4361.2998,915.04999,973.75,989.45001,2882.1001,2568.3,864.20001,5937.8999,1317.9,1674.6,513.29999,885.65002,1116.35,1893.65,1106.55,271.77,543.15002,4308.2998,3200.7,2459.3501,1212.75,8558.4502,471.20001,102.8,173.100005,230.05,159.60001,1066.2803955,765.20001,4327.7998,2497.95,385.36223004,2049.685,691.95039416,1655.333777,7358.5,1048.95,1227.35,3160.8501,998.75,184.024995,2215.2,169.7,173.6625,1383.35
2023-04-24,1801.95,427.79999,720.34998,106.5,671.29999,4399.0498,903.0,961.22,979.15002,2891.1001,2629.55,882.29999,5933.75,1319.75,1688.15,547.54999,904.75,1102.0,1897.25,1105.7,278.52,554.59998,4332.1001,3182.8,2501.05,1207.75,8466.1504,475.20001,101.8,173.600005,231.55,160.25,1070.365761,760.25,4311.0,2499.75,385.78701107,2068.9301,723.71250692,1682.574897,7440.5498,1054.05,1226.3,3174.8,1006.1,188.975005,2228.8999,170.95,173.9625,1384.0
2023-04-25,1844.6,429.79999,725.0,107.05,671.45001,4416.5,909.65002,966.66,972.5,2898.0,2633.2,878.34998,6075.25,1345.8,1664.15,529.75,913.45001,1121.75,1889.3,1105.85,286.55,561.79999,4342.5498,3217.95,2497.75,1209.85,8468.9004,473.54999,101.15,173.75,230.25,160.64999,1078.55918848,772.59998,4402.5498,2490.45,388.47721229,2066.5199,725.58960508,1680.13465,7439.2002,1053.45,1224.9,3176.0,997.0,187.824995,2247.95,171.10001,174.6749925,1381.3
2023-04-26,1847.9,424.79999,723.45001,106.85,664.70001,4410.3999,911.09998,969.02,971.25,2910.0,2641.0,887.65002,6055.9502,1334.7,1671.8,531.59998,914.95001,1137.8,1878.6,1118.3,281.23,566.34998,4299.0,3248.3501,2505.1499,1213.55,8506.9004,478.20001,101.65,174.5,229.75,161.14999,1072.22691734,773.45001,4405.0,2510.8,389.13797754,2102.625,737.69182108,1692.385684,7456.8999,1065.55,1227.55,3198.1499,996.29999,187.274995,2276.1499,169.85001,178.725,1373.5
2023-04-27,1853.05,430.79999,732.09998,107.65,659.75,4417.5,913.95001,983.71,978.70001,2899.95,2663.45,881.40002,6200.0498,1360.0,1681.0,517.84998,918.34998,1144.75,1908.6,1137.05,281.11,564.75,4408.2002,3263.55,2508.6499,1224.0,8542.9502,481.60001,101.45,177.824995,231.75,160.05,1079.01311798,786.5,4415.8501,2468.95,392.67774083,2114.7301,744.903744,1694.626727,7500.8999,1071.25,1246.25,3187.95,1003.15,187.199995,2305.6001,170.95,176.9625,1382.3
2023-04-28,1924.95,436.10001,725.29999,107.95,681.29999,4513.7002,908.04999,985.97,987.65002,2902.3501,2641.8501,860.0,6280.1001,1354.65,1687.6,529.75,917.65002,1152.8,1938.05,1140.1,266.52,578.29999,4431.9502,3301.1001,2558.6001,1226.9,8589.5498,484.95001,103.3,178.800005,233.10001,158.95,1098.73635475,799.29999,4553.5498,2457.3,401.69232857,2176.14,754.63489384,1713.451486,7556.2002,1064.1,1252.75,3219.25,1023.7,192.5,2364.3999,172.0,177.9375,1367.75
2023-05-02,1919.85,446.14999,737.90002,110.3,681.5,4490.7998,917.70001,990.08,973.04999,2899.55,2663.8501,870.65002,6249.1499,1349.05,1687.25,544.5,922.09998,1150.9,1921.15,1150.9,265.06,575.29999,4498.0,3356.1499,2495.8999,1237.3,8776.8496,480.25,104.3,180.550005,236.10001,164.25,1108.06460598,790.20001,4511.0498,2451.7,400.65401688,2174.585,770.19488584,1732.624851,7456.6001,1067.55,1277.45,3219.3999,1053.45,194.175005,2384.45,175.60001,180.0750075,1406.5
2023-05-03,1839.0,442.29999,732.45001,109.7,669.65002,4515.4502,920.65002,990.45,963.59998,2929.7,2654.05,859.84998,6180.25,1347.0,1693.15,538.70001,922.84998,1146.15,1930.95,1136.9,263.81,570.5,4447.8501,3348.3501,2502.6499,1235.45,8797.2998,483.70001,106.35,180.399995,236.89999,161.14999,1098.55482834,779.29999,4527.1001,2486.0,403.20262757,2187.5699,771.97321016,1728.989382,7507.2002,1058.95,1269.15,3179.8999,1039.6,192.550005,2356.3,176.35001,179.775,1390.15
2023-05-04,1911.25,445.5,738.70001,111.05,679.75,4553.2002,933.5,993.6,974.0,2982.8501,2670.3999,865.95001,6390.25,1374.45,1727.8,546.5,921.70001,1134.6,1947.6,1167.45,265.54,580.0,4457.7002,3339.3,2514.5,1231.7,8800.5996,480.79999,107.25,184.175005,237.45,161.0,1111.219416,789.09998,4587.0498,2506.75,400.79560741,2169.375,766.144368,1752.844037,7502.25,1066.8,1273.55,3220.7,1045.45,191.850005,2356.8999,176.35001,179.1375075,1404.95
2023-05-05,1920.3,434.25,733.34998,108.65,683.90002,4602.5,924.79999,988.5,970.45001,3012.95,2732.8999,865.29999,6389.8501,1359.25,1625.65,539.70001,926.95001,1073.3,1928.7,1173.7,263.77,576.5,4463.1001,3355.1001,2547.25,1211.2,8948.6504,477.10001,106.3,182.725005,237.39999,160.3,1108.38235663,787.29999,4626.0,2500.75,404.71293601,2201.985,766.88532,1745.523298,7628.7998,1055.55,1259.1,3230.7,1036.4,189.699995,2377.5,174.25,180.7875,1416.8
2023-05-08,1887.5,445.04999,732.79999,109.55,685.09998,4625.1001,933.29999,981.42,961.84998,3019.45,2751.25,878.45001,6657.9502,1404.8,1644.45,549.54999,937.90002,1126.35,1958.85,1182.35,269.58,583.59998,4549.25,3392.8999,2576.3501,1231.8,9076.25,500.5,107.3,183.850005,232.85001,165.0,1122.06828566,793.75,4598.3999,2516.3,407.26157502,2198.325,779.38273016,1771.270389,7735.4502,1075.75,1265.6,3250.6001,1043.35,190.175005,2365.3999,177.05,183.5625,1421.5
2023-05-09,1896.1,440.35001,724.59998,109.55,690.5,4593.0498,939.20001,986.65,957.45001,3034.8,2748.3999,888.25,6552.25,1408.7,1644.5,552.04999,934.40002,1140.6,1954.3,1183.15,269.65,573.5,4528.8501,3381.8999,2591.55,1245.45,9111.5498,503.64999,107.55,183.524995,236.35001,165.25,1125.54089173,793.59998,4595.1499,2515.8,400.04043903,2197.135,779.481504,1757.873933,7716.25,1079.0,1270.7,3283.25,1047.8,191.149995,2374.3501,176.0,182.5499925,1432.95
2023-05-10,1892.15,436.45001,724.34998,109.25,691.0,4601.2998,944.40002,973.46,953.79999,3041.3999,2745.45,889.90002,6631.5,1414.45,1652.1,562.65002,936.04999,1172.55,1958.7,1188.8,270.61,572.20001,4555.9502,3416.75,2586.05,1248.65,9168.1504,509.5,108.05,186.074995,236.55,166.95,1133.28043509,796.04999,4604.9502,2522.7,401.50356007,2205.0,781.60558616,1767.336114,7743.2002,1078.3,1263.25,3286.8,1046.15,191.875,2364.45,177.05,185.7374925,1440.65
2023-05-11,1984.65,420.85001,710.59998,108.55,708.79999,4595.2998,943.59998,906.4,961.04999,3139.75,2757.8501,895.95001,6663.4502,1420.4,1653.2,567.40002,939.20001,1187.45,1957.95,1185.4,272.86,573.45001,4547.8999,3405.3,2585.45,1251.3,9260.9004,511.60001,108.6,186.274995,236.14999,167.05,1125.88133885,788.59998,4635.1499,2592.3999,396.83105365,2201.9801,779.92608508,1767.087109,7835.4502,1088.1,1256.1,3282.1499,1044.05,192.324995,2242.1499,179.55,186.4125,1471.4
2023-05-12,1964.7,404.75,702.65002,106.75,700.0,4605.25,937.45001,893.22,956.0,3131.1001,2773.2,910.65002,6714.3999,1423.45,1667.8,560.65002,943.90002,1208.65,1960.6,1187.05,269.95,578.15002,4538.8999,3626.3501,2605.8999,1275.95,9295.4004,515.95001,107.3,180.949995,235.05,165.5,1127.71979872,791.95001,4616.5,2623.3999,396.87826937,2179.415,779.53089092,1746.867923,7702.9502,1095.5,1245.2,3274.3,1046.35,191.625,2221.1001,174.95,181.3125,1486.15
2023-05-15,1916.05,410.70001,705.54999,107.7,694.04999,4625.8501,922.79999,903.71,953.0,3132.0,2779.55,915.79999,6712.2998,1421.35,1675.8,559.29999,945.75,1219.55,1973.0,1189.45,268.12,581.90002,4564.5498,3658.5,2691.8999,1285.65,9207.2998,530.84998,107.65,178.5,237.7,165.60001,1129.94400788,797.04999,4630.8501,2662.25,403.81618654,2178.66,777.45624508,1726.449534,7760.9502,1099.75,1258.35,3255.05,1064.45,192.875,2246.8501,175.95,182.4375,1511.3
2023-05-16,1889.15,412.45001,702.75,107.4,687.0,4555.1001,922.09998,903.01,940.95001,3138.1001,2790.25,917.79999,6784.6001,1428.35,1647.3,559.5,946.34998,1220.3,1947.05,1180.75,265.72,586.29999,4538.3501,3633.2,2686.0,1262.45,9071.3496,521.15002,108.45,181.149995,240.95,168.0,1113.8522071,787.34998,4606.8999,2675.8999,400.18204844,2178.04,776.76468,1720.274216,7698.7002,1090.7,1264.3,3258.1499,1057.2,193.475005,2227.2,177.45,180.4500075,1500.2
2023-05-17,1899.5,407.70001,695.09998,106.0,684.59998,4482.1499,923.95001,896.3,935.95001,3092.45,2762.3999,914.79999,6705.0498,1415.4,1638.45,560.09998,939.34998,1236.15,1909.15,1162.6,268.84,586.29999,4529.3501,3628.75,2722.95,1263.1,9119.4004,515.5,108.25,182.375,241.60001,167.25,1107.27022935,792.25,4631.8999,2661.75,403.62741804,2173.25,768.861192,1717.983372,7700.4502,1074.55,1246.9,3208.7,1054.15,191.149995,2219.6001,176.0,179.1,1505.55
2023-05-18,1890.0,406.5,692.04999,105.2,664.95001,4442.0,914.5,884.62,929.65002,3109.05,2721.8501,914.70001,6789.3999,1415.45,1645.0,561.54999,946.5,1238.9,1927.4,1152.7,269.22,574.20001,4518.6499,3576.1499,2735.1499,1245.5,9053.2998,508.45001,107.8,180.350005,239.60001,166.35001,1104.88709948,799.34998,4564.3501,2627.55,396.17031672,2167.96,766.93470692,1698.909608,7604.1499,1079.9,1246.0,3199.8501,1048.7,191.300005,2188.2,175.10001,176.7374925,1490.7
2023-05-19,1956.05,406.75,693.84998,104.65,688.09998,4447.1499,916.25,878.39,925.84998,3084.45,2701.6499,924.04999,6784.2002,1415.1,1646.9,557.59998,954.29999,1248.0,1941.65,1154.15,267.86,575.15002,4483.2002,3570.8999,2713.0,1260.4,9105.9502,524.95001,107.0,180.149995,239.89999,164.89999,1108.47314253,805.75,4499.8501,2641.45,396.31190725,2169.015,756.21562108,1709.268206,7681.2998,1095.35,1268.9,3222.8501,1072.15,193.100005,2190.05,173.3,175.275,1493.1
2023-05-22,2326.1001,407.70001,704.59998,105.0,729.70001,4605.2998,924.95001,891.53,937.45001,3084.8999,2712.55,917.54999,6793.0498,1413.0,1641.05,567.0,950.34998,1246.15,1940.2,1150.8,263.86,577.15002,4523.25,3545.45,2692.1499,1265.55,9156.6504,522.5,110.45,180.800005,238.7,165.60001,1114.3969225,801.84998,4498.9502,2638.1001,400.93718851,2149.4801,756.85774984,1711.509249,7715.6499,1119.85,1292.8,3298.7,1104.45,197.875,2216.6001,174.10001,175.7625075,1496.25
2023-05-23,2633.7,410.29999,704.09998,105.6,734.04999,4550.3999,930.40002,892.11,931.59998,3120.6001,2683.45,916.15002,6780.5498,1437.25,1637.2,562.70001,953.40002,1260.2,1921.5,1165.6,272.66,581.59998,4498.1001,3601.6001,2710.45,1268.55,9200.7002,528.5,107.9,183.300005,239.3,165.0,1114.19265423,799.95001,4521.6499,2628.3,405.09050133,2140.3699,760.76010692,1691.190461,7654.25,1107.35,1300.05,3297.05,1090.5,198.824995,2197.6499,174.14999,175.5750075,1503.65
2023-05-24,2475.6001,406.89999,696.0,105.2,718.25,4536.4502,938.0,903.85,952.15002,3101.5,2707.25,917.70001,6785.9502,1426.45,1615.8,566.0,940.65002,1271.75,1910.35,1175.35,273.93,582.70001,4517.6001,3610.8999,2738.7,1275.7,9270.75,520.20001,108.8,181.649995,241.0,166.25,1107.70146238,801.40002,4519.7998,2614.95,409.19663618,2138.06,761.84686616,1693.580907,7653.7998,1111.95,1298.65,3303.3501,1098.75,199.850005,2185.1499,174.95,176.85,1498.5
2023-05-25,2537.45,404.25,696.65002,104.85,724.5,4568.1499,945.45001,900.79,945.0,3123.55,2707.95,921.04999,6841.1499,1427.35,1609.6,572.04999,939.84998,1263.4,1929.95,1177.35,275.07,581.25,4644.0,3651.5,2732.8,1277.8,9281.8496,514.84998,109.6,181.649995,240.05,166.0,1107.56528352,822.70001,4563.2998,2597.25,416.41774385,2147.49,770.88645092,1694.576926,7621.75,1116.0,1304.35,3293.5,1098.1,197.050005,2204.7,174.5,178.4625,1515.25
2023-05-26,2544.3501,413.54999,701.70001,106.4,726.84998,4609.8999,951.34998,906.19,969.90002,3128.3999,2742.1499,926.95001,6904.5,1439.15,1615.8,577.20001,950.70001,1268.05,1945.05,1195.75,276.72,586.0,4615.9502,3690.3501,2745.1499,1281.85,9399.9502,518.45001,110.7,182.149995,241.5,163.75,1137.77429175,817.95001,4596.2002,2652.3501,418.73040808,2158.175,780.17306908,1681.578878,7721.8501,1139.2,1317.45,3328.8999,1114.75,200.850005,2218.45,174.5,177.975,1530.2
2023-05-29,2534.05,419.89999,702.20001,108.45,737.5,4640.4502,956.25,911.25,968.45001,3137.3999,2812.25,929.79999,6932.0498,1449.55,1635.5,579.04999,948.15002,1284.95,1953.2,1218.1,281.76,595.0,4618.5,3711.45,2776.8999,1330.15,9333.5,521.45001,111.45,180.850005,246.10001,159.0,1144.17474309,821.25,4575.25,2650.3,423.9220609,2172.9449,784.668168,1706.479353,7840.5498,1126.2,1314.4,3320.3501,1114.05,199.899995,2224.55,176.3,175.875,1537.9
2023-05-30,2496.45,413.10001,704.59998,107.05,734.04999,4599.1499,959.84998,903.78,959.59998,3144.3999,2802.5,937.45001,7005.7998,1465.85,1636.75,585.15002,949.95001,1293.25,1974.7,1215.9,283.36,592.79999,4591.8999,3678.3501,2779.1499,1328.45,9383.3496,518.79999,111.25,180.199995,244.3,158.85001,1143.87964353,818.45001,4573.25,2656.55,424.67719152,2157.4449,781.35860216,1718.282178,7901.9502,1135.85,1323.85,3316.2,1098.4,201.25,2210.8,176.8,176.3250075,1558.35
2023-05-31,2493.3501,405.89999,696.29999,105.8,738.84998,4621.9502,953.04999,900.21,975.34998,3192.95,2823.25,914.84998,6989.8501,1451.05,1610.85,592.34998,949.15002,1286.6,2014.35,1235.0,279.95,579.84998,4567.1499,3671.95,2759.8999,1319.0,9367.7002,526.29999,112.15,181.75,241.25,154.89999,1121.16042666,849.90002,4657.0498,2667.55,420.5238787,2167.31,789.01510616,1711.509249,7870.0498,1145.1,1318.3,3289.5,1115.55,201.824995,2205.6499,173.85001,175.3875075,1560.45
2023-06-01,2492.1499,406.35001,693.84998,105.95,732.04999,4814.25,964.75,910.41,987.70001,3240.7,2827.25,919.70001,7040.5,1450.15,1604.0,582.20001,936.09998,1290.15,1930.05,1207.75,282.05,582.75,4643.6001,3716.05,2800.3999,1318.9,9328.2998,535.20001,112.9,182.274995,230.35001,153.64999,1118.14184088,827.95001,4635.25,2697.8999,415.04905426,2187.4301,784.07542616,1695.672547,7842.7998,1141.9,1319.5,3324.0,1120.8,203.574995,2207.8,174.39999,174.75,1562.4
2023-06-02,2445.05,420.75,706.59998,108.0,736.59998,4967.2998,965.84998,922.09,999.59998,3237.25,2861.6499,926.09998,7023.8999,1457.25,1606.5,576.40002,938.15002,1288.2,1938.75,1202.5,282.67,587.20001,4669.1001,3699.3999,2892.6499,1341.4,9485.3496,535.90002,113.3,180.024995,230.89999,154.7,1114.4877084,836.5,4654.1499,2716.7,418.54160182,2204.6449,786.44644292,1703.7403,7850.6499,1137.05,1299.0,3305.6001,1123.1,202.475005,2234.55,174.55,175.9500075,1597.3
2023-06-05,2433.95,419.70001,712.15002,109.4,738.79999,4950.2002,974.79999,920.71,1008.75,3199.75,2855.7,950.84998,7043.2002,1458.9,1604.4,574.15002,946.75,1301.8,1924.9,1215.4,280.19,587.20001,4710.0498,3673.25,2870.6001,1395.4,9582.0996,546.25,115.65,178.399995,229.7,155.39999,1124.49685388,834.5,4682.6001,2695.8,415.94577541,2183.415,782.88989308,1727.594956,7882.0,1138.3,1304.5,3288.8999,1109.35,202.100005,2268.3,174.10001,176.7000075,1599.05
