Date,Open,High,Low,Close
6-September-2013,,,,2941.42
28-June-2022,,,,1854.81
29-June-2022,,,,1855.23
30-June-2022,,,,1845.21
1-July-2022,,,,1869.06
4-July-2022,,,,1878.63
5-July-2022,,,,1874.65
6-July-2022,,,,1915.90
7-July-2022,,,,1940.18
8-July-2022,,,,1942.85
11-July-2022,,,,1956.21
12-July-2022,,,,1946.77
13-July-2022,,,,1957.24
14-July-2022,,,,1948.87
15-July-2022,,,,1962.81
18-July-2022,,,,1989.51
19-July-2022,,,,2009.90
20-July-2022,,,,2007.02
21-July-2022,,,,2023.30
22-July-2022,,,,2040.31
25-July-2022,,,,2033.41
26-July-2022,,,,2021.57
27-July-2022,,,,2049.71
28-July-2022,,,,2063.12
29-July-2022,,,,2095.06
1-August-2022,,,,2111.21
2-August-2022,,,,2115.46
3-August-2022,,,,2102.54
4-August-2022,,,,2104.31
5-August-2022,,,,2110.52
8-August-2022,,,,2111.68
10-August-2022,,,,2105.74
11-August-2022,,,,2119.75
12-August-2022,,,,2127.66
16-August-2022,,,,2151.55
17-August-2022,,,,2173.79
18-August-2022,,,,2199.09
19-August-2022,,,,2179.42
22-August-2022,,,,2123.59
23-August-2022,,,,2132.11
24-August-2022,,,,2148.36
25-August-2022,,,,2158.81
26-August-2022,,,,2167.74
29-August-2022,,,,2151.41
30-August-2022,,,,2197.14
1-September-2022,,,,2199.52
2-September-2022,,,,2198.82
5-September-2022,,,,2208.82
6-September-2022,,,,2220.86
7-September-2022,,,,2251.62
8-September-2022,,,,2271.45
9-September-2022,,,,2267.61
12-September-2022,,,,2292.95
13-September-2022,,,,2296.41
14-September-2022,,,,2306.61
15-September-2022,,,,2308.18
16-September-2022,,,,2233.55
19-September-2022,,,,2239.20
20-September-2022,,,,2274.16
21-September-2022,,,,2229.17
22-September-2022,,,,2221.86
23-September-2022,,,,2182.13
26-September-2022,,,,2135.62
27-September-2022,,,,2139.44
28-September-2022,,,,2136.55
29-September-2022,,,,2137.36
30-September-2022,,,,2165.20
3-October-2022,,,,2125.78
4-October-2022,,,,2162.73
6-October-2022,,,,2177.68
7-October-2022,,,,2173.69
10-October-2022,,,,2152.31
11-October-2022,,,,2107.03
12-October-2022,,,,2125.66
13-October-2022,,,,2104.55
14-October-2022,,,,2106.44
17-October-2022,,,,2112.23
18-October-2022,,,,2129.33
19-October-2022,,,,2127.87
20-October-2022,,,,2126.44
21-October-2022,,,,2103.75
24-October-2022,,,,2116.31
25-October-2022,,,,2111.83
27-October-2022,,,,2133.17
28-October-2022,,,,2122.31
31-October-2022,,,,2169.19
1-November-2022,,,,2196.44
2-November-2022,,,,2184.31
3-November-2022,,,,2175.61
4-November-2022,,,,2190.64
7-November-2022,,,,2208.66
9-November-2022,,,,2183.19
10-November-2022,,,,2164.24
11-November-2022,,,,2184.66
14-November-2022,,,,2201.89
15-November-2022,,,,2207.73
16-November-2022,,,,2201.13
17-November-2022,,,,2188.51
18-November-2022,,,,2180.75
21-November-2022,,,,2169.30
22-November-2022,,,,2176.23
23-November-2022,,,,2177.65
24-November-2022,,,,2183.83
25-November-2022,,,,2200.92
